0,True
1,False
2,False
3,False
4,False
5,True
6,False
7,True
8,False
9,False
10,False
11,True
12,False
13,True
14,False
15,True
16,True
17,False
18,False
19,False
20,True
21,False
22,False
23,False
24,True
25,True
26,True
27,False
28,False
29,False
30,True
31,True
32,True
33,True
34,True
35,True
36,True
37,True
38,False
39,True
40,True
41,True
42,False
43,True
44,True
45,True
46,False
47,False
48,True
49,True
50,True
51,False
52,False
53,True
54,True
55,True
56,False
57,False
58,True
59,True
60,True
61,True
62,True
63,True
64,False
65,True
66,True
67,True
68,False
69,True
70,False
71,True
72,True
73,True
74,False
75,True
76,True
77,False
78,True
79,True
80,False
81,True
82,True
83,True
84,True
85,True
86,True
87,False
88,True
89,True
90,False
91,False
92,True
93,True
94,False
95,False
96,True
97,True
98,True
99,True
100,True
101,False
102,False
103,False
104,False
105,True
106,False
107,True
108,False
109,True
110,False
111,False
112,True
113,True
114,False
115,False
116,True
117,True
118,True
119,False
120,True
121,False
122,True
123,True
124,True
125,False
126,False
127,False
128,False
129,False
130,False
131,True
132,False
133,False
134,True
135,True
136,False
137,True
138,False
139,False
140,True
141,False
142,False
143,False
144,False
145,True
146,True
147,True
148,False
149,True
150,False
151,False
152,False
153,True
154,False
155,True
156,False
157,False
158,False
159,True
160,False
161,False
162,False
163,False
164,False
165,False
166,False
167,True
168,True
169,False
170,False
171,False
172,False
173,False
174,True
175,False
176,True
177,True
178,False
179,True
180,True
181,False
182,False
183,False
184,True
185,False
186,False
187,False
188,True
189,False
190,True
191,True
192,False
193,False
194,False
195,True
196,True
197,True
198,True
199,True
200,False
201,False
202,True
203,True
204,True
205,False
206,True
207,True
208,False
209,False
210,True
211,True
212,True
213,True
214,True
215,True
216,False
217,False
218,True
219,False
220,True
221,False
222,False
223,True
224,True
225,True
226,True
227,True
228,True
229,False
230,False
231,True
232,True
233,False
234,True
235,True
236,False
237,True
238,False
239,True
240,False
241,True
242,True
243,False
244,True
245,True
246,True
247,False
248,True
249,True
250,True
251,False
252,False
253,True
254,True
255,True
256,False
257,False
258,True
259,True
260,False
261,True
262,True
263,False
264,True
265,False
266,True
267,True
268,True
269,False
270,True
271,True
272,False
273,False
274,True
275,False
276,True
277,True
278,True
279,False
280,False
281,True
282,True
283,False
284,False
285,False
286,False
287,True
288,False
289,True
290,False
291,True
292,False
293,False
294,False
295,True
296,False
297,False
298,False
299,False
300,False
301,True
302,False
303,True
304,False
305,False
306,False
307,False
308,True
309,False
310,False
311,False
312,True
313,False
314,False
315,False
316,False
317,True
318,False
319,True
320,False
321,True
322,False
323,False
324,True
325,False
326,False
327,False
328,False
329,False
330,True
331,False
332,False
333,False
334,False
335,False
336,False
337,True
338,True
339,False
340,True
341,True
342,False
343,False
344,True
345,True
346,False
347,True
348,True
349,False
350,True
351,False
352,True
353,False
354,False
355,False
356,False
357,False
358,True
359,False
360,False
361,False
362,True
363,False
364,False
365,True
366,False
367,True
368,True
369,False
370,False
371,False
372,True
373,False
374,True
375,False
376,True
377,True
378,True
379,True
380,True
381,True
382,True
